Country,observedPropertyDeterminandLabel,phenomenonTimeReferenceYear,resultMeanValue
Spain,Nitrite,2010,0.005
Spain,Dissolved oxygen,2012,6.4
Spain,Nitrite,2007,0.05
Belgium,Dissolved oxygen,2021,1.888
Belgium,Dissolved oxygen,2021,1.573
Belgium,Dissolved oxygen,2021,3.468
Belgium,Dissolved oxygen,2021,1.419
Estonia,Nitrite,2014,0.004
Spain,Nitrite,2011,0.025
Spain,Nitrite,2009,0.03
Spain,Dissolved oxygen,2007,5.8
Spain,Dissolved oxygen,2009,7.58
Spain,Dissolved oxygen,2008,7.6
Spain,Nitrite,2008,0.29
Spain,Dissolved oxygen,2009,10.3
Belgium,Dissolved oxygen,2021,1.324
Belgium,Dissolved oxygen,2021,0.91
Belgium,Dissolved oxygen,2021,0.56
Spain,Dissolved oxygen,2006,8.9
Spain,Dissolved oxygen,2009,5.0
Spain,Dissolved oxygen,2005,9.8
Belgium,Dissolved oxygen,2021,0.48
Belgium,Phosphate,2021,0.276
Estonia,Nitrate,2014,0.4
Spain,Nitrate,2009,60.375
Spain,Nitrate,2007,12.0
Spain,Nitrate,2007,65.35
Belgium,Dissolved oxygen,2021,0.332
Belgium,Dissolved oxygen,2021,0.2
Spain,Dissolved oxygen,2011,6.9
Spain,Nitrite,2011,0.025
Belgium,Nitrite,2011,0.01
Spain,Nitrite,2008,0.005
Spain,Nitrite,2006,0.005
Spain,Dissolved oxygen,2003,9.6
Spain,Nitrite,2011,0.025
Spain,Ammonium,2008,0.03
Spain,Ammonium,2009,0.039
Spain,Ammonium,2011,0.005
Spain,Ammonium,2009,0.05
Spain,Ammonium,2008,0.023
Belgium,Ammonium,2020,0.332
Spain,Ammonium,2003,0.32
Spain,Ammonium,2006,0.077
Spain,Ammonium,2008,0.03
Spain,Ammonium,2003,0.135
Estonia,Ammonium,2014,0.07
Belgium,Ammonium,2004,0.01
Belgium,Ammonium,2012,0.0371
Spain,Ammonium,2008,0.013
Spain,Ammonium,2009,0.05
Spain,Ammonium,2011,0.005
Spain,Ammonium,2011,0.005
Belgium,Ammonium,2020,0.161
Belgium,Ammonium,2020,0.356
Spain,Dissolved oxygen,2010,6.25
Spain,Nitrite,2009,0.015
Spain,Dissolved oxygen,2008,7.9
Spain,Nitrite,2008,0.005
Spain,Ammonium,2009,0.15
Spain,Ammonium,2010,0.066
Spain,Ammonium,2012,0.14
Spain,Ammonium,2009,0.05
Spain,Ammonium,2005,0.04
Spain,Nitrite,2006,0.02
Spain,Nitrite,2006,0.27
Spain,Nitrite,2012,0.005
Spain,Dissolved oxygen,2010,4.1
Spain,Nitrite,2012,0.06
Spain,Nitrate,2007,14.1
Spain,Nitrate,2010,1.9
Belgium,Nitrate,2013,22.8
Belgium,Nitrate,2013,40.0
Belgium,Nitrate,2014,11.9
Belgium,Nitrate,2014,27.9
Belgium,Nitrate,2013,18.5
Spain,Nitrate,2006,66.625
Spain,Nitrate,2006,40.35
Spain,Nitrate,2009,42.621
Spain,Nitrate,2008,9.656
Spain,Nitrate,2008,6.45
Spain,Nitrate,2007,30.4
Spain,Nitrate,2011,0.25
Spain,Nitrate,2007,18.0
Spain,Nitrate,2009,5.425
Spain,Nitrate,2012,27.5
Spain,Nitrate,2009,43.125
Spain,Nitrate,2008,9.3
Spain,Nitrate,2007,0.5
Belgium,Nitrate,2006,39.9939
Spain,Nitrate,2009,17.5
Spain,Nitrate,2010,2.8111
Spain,Nitrate,2009,15.0
Belgium,Phosphate,2021,0.616
Belgium,Phosphate,2021,0.235
Spain,Nitrate,2006,10.4
Spain,Nitrate,2008,27.2
Spain,Nitrite,2012,0.005
Spain,Nitrite,2010,0.01
Belgium,Nitrite,2020,0.03
Belgium,Nitrite,2020,0.03
Spain,Nitrite,2004,0.1
Spain,Nitrate,2007,2.4
Spain,Nitrate,2010,11.0
Spain,Nitrate,2012,7.45
Spain,Nitrate,2012,47.0
Romania,Nitrate,2016,17.3816
Romania,Nitrate,2007,49.223
Spain,Ammonium,2006,0.122
Spain,Ammonium,2003,0.032
Spain,Ammonium,2007,0.013
Spain,Ammonium,2010,0.025
Spain,Ammonium,2010,0.01
Spain,Dissolved oxygen,2010,3.8
Belgium,Nitrite,2000,0.0054
Spain,Nitrite,2008,0.005
Spain,Nitrite,2011,0.023
Spain,Nitrite,2008,0.005
Belgium,Nitrite,2020,0.03
Belgium,Nitrite,2020,0.03
Belgium,Nitrite,2020,0.039
Belgium,Nitrite,2020,0.142
Spain,Ammonium,2010,0.05
Spain,Ammonium,2008,0.308
Spain,Ammonium,2006,0.025
Estonia,Ammonium,2014,2.01
Spain,Ammonium,2008,0.161
Spain,Dissolved oxygen,2010,6.1
Spain,Nitrite,2006,0.005
Spain,Nitrite,2006,0.02
Spain,Nitrite,2008,0.042
Belgium,Ammonium,2008,0.026
Spain,Ammonium,2010,0.0965
Spain,Ammonium,2006,0.032
Spain,Ammonium,2008,0.077
Spain,Ammonium,2010,0.023
Spain,Nitrite,2007,0.01
Spain,Dissolved oxygen,2009,7.55
Spain,Dissolved oxygen,2007,9.3
Spain,Nitrite,2009,0.01
Spain,Nitrite,2006,0.005
Spain,Nitrite,2007,0.005
Spain,Nitrite,2010,0.01
Spain,Dissolved oxygen,2010,8.7
Spain,Nitrite,2010,0.0213
Romania,Nitrate,2009,32.465
Spain,Nitrate,2010,33.9397
Belgium,Phosphate,2021,7.166
Belgium,Phosphate,2021,0.65
Malta,Nitrate,2021,40.0
Spain,Nitrate,2005,146.0
Spain,Nitrite,2011,0.01
Spain,Nitrite,2009,0.005
Spain,Nitrite,2008,0.005
Spain,Nitrite,2009,0.006
Spain,Nitrate,2008,159.0
Spain,Nitrate,2011,9.0
Romania,Nitrate,2006,8.355
Romania,Nitrate,2007,6.064
Romania,Nitrate,2016,0.927375
Spain,Nitrate,2012,12.1
Spain,Nitrate,2008,32.4
Spain,Nitrate,2010,60.0
Spain,Nitrate,2007,35.7
Spain,Nitrate,2003,2.6
Spain,Nitrate,2009,48.042
Spain,Nitrate,2004,2.05
Romania,Nitrate,2008,10.755
Romania,Nitrate,2011,38.727
Romania,Nitrate,2016,8.4406
Spain,Ammonium,2009,0.01
Spain,Ammonium,2006,0.033
Spain,Ammonium,2010,0.01
Spain,Ammonium,2007,0.013
Belgium,Ammonium,2014,0.13
Romania,Nitrite,2016,0.04535
Romania,Dissolved oxygen,2016,4.8743
Romania,Nitrite,2016,0.05894
Romania,Dissolved oxygen,2016,5.0525
Romania,Nitrite,2016,0.04575
Romania,Nitrite,2006,0.031
Romania,Nitrite,2010,0.0221
Spain,Nitrite,2011,0.025
Spain,Dissolved oxygen,2012,6.9
Spain,Nitrite,2009,0.011
Spain,Nitrite,2010,0.018
Spain,Nitrite,2006,0.005
Belgium,Nitrate,2014,34.1
Belgium,Nitrate,2013,16.0
Belgium,Nitrate,2014,14.8
Belgium,Nitrate,2013,13.0
Belgium,Nitrate,2014,19.5
Romania,Nitrate,2010,4.898
Spain,Nitrate,2010,57.5
Spain,Nitrite,2009,0.005
Romania,Dissolved oxygen,2009,4.903
Romania,Dissolved oxygen,2016,3.1913
Romania,Nitrite,2016,0.269
Romania,Dissolved oxygen,2016,3.5204
Spain,Dissolved oxygen,2009,6.429
Spain,Ammonium,2004,0.028
Spain,Ammonium,2012,0.025
Spain,Ammonium,2006,0.023
Spain,Ammonium,2008,0.103
Spain,Ammonium,2008,0.142
Spain,Nitrite,2012,0.5
Spain,Nitrite,2008,0.01
Spain,Nitrite,2011,0.025
Spain,Dissolved oxygen,2011,8.0
Romania,Dissolved oxygen,2009,5.152
Spain,Nitrate,2011,66.6722
Spain,Nitrate,2007,8.41
Spain,Nitrate,2009,8.95
Spain,Nitrate,2006,2.833
Spain,Ammonium,2007,0.116
Belgium,Ammonium,2000,0.013
Belgium,Ammonium,2007,0.0182
Spain,Ammonium,2008,0.023
Spain,Nitrate,2006,4.646
Spain,Nitrate,2010,12.8
Spain,Nitrate,2003,16.9
Spain,Nitrate,2007,8.6
Romania,Dissolved oxygen,2007,6.648
Romania,Dissolved oxygen,2010,3.809
Belgium,Dissolved oxygen,2013,2.89
Romania,Nitrite,2016,0.02779
Romania,Dissolved oxygen,2016,7.675
Romania,Nitrite,2016,0.0711
Romania,Dissolved oxygen,2021,3.847
Spain,Ammonium,2009,0.025
Spain,Ammonium,2012,0.025
Spain,Ammonium,2012,1.2625
Spain,Ammonium,2009,0.03
Spain,Ammonium,2012,0.023
Spain,Nitrite,2011,0.023
Spain,Dissolved oxygen,2010,4.49
Spain,Nitrite,2003,0.02
Spain,Dissolved oxygen,2012,7.05
Spain,Nitrite,2007,0.005
Romania,Dissolved oxygen,2008,5.62
Romania,Nitrite,2010,0.005
Belgium,Dissolved oxygen,2013,1.64
Belgium,Dissolved oxygen,2013,5.08
Romania,Nitrite,2016,0.01968
Romania,Dissolved oxygen,2016,4.46
Spain,Ammonium,2008,0.03
Spain,Ammonium,2008,0.036
Spain,Ammonium,2007,0.013
Spain,Ammonium,2006,0.032
Spain,Nitrite,2006,0.005
Spain,Nitrite,2009,0.005
Spain,Nitrite,2012,0.03
Spain,Dissolved oxygen,2012,5.95
Spain,Nitrite,2008,0.005
Spain,Ammonium,2012,0.16
Spain,Ammonium,2007,0.077
Spain,Ammonium,2004,0.042
Spain,Ammonium,2006,0.077
Romania,Ammonium,2016,0.311
Spain,Ammonium,2008,0.023
Spain,Ammonium,2006,0.032
Spain,Ammonium,2007,0.013
Spain,Ammonium,2012,25.0
Romania,Ammonium,2009,0.145
Belgium,Nitrate,2014,40.0
Spain,Nitrate,2007,3.1
Spain,Nitrate,2010,1.5
Belgium,Nitrate,2013,21.3
Spain,Nitrate,2012,39.84064
Belgium,Phosphate,2021,0.954
Belgium,Phosphate,2021,4.33
Malta,Nitrate,2021,154.0
Belgium,Phosphate,2021,0.391
Belgium,Phosphate,2021,0.619
Malta,Nitrate,2021,231.0
Malta,Nitrate,2021,49.0
Belgium,Phosphate,2021,0.257
Belgium,Phosphate,2021,0.212
Spain,Nitrate,2011,59.625
Spain,Nitrate,2007,6.6
Spain,Nitrate,2006,69.5
Spain,Nitrate,2009,1.7
Belgium,Nitrate,2014,29.4
Belgium,Phosphate,2021,0.28
Belgium,Phosphate,2021,1.221
Belgium,Phosphate,2021,0.59
Belgium,Nitrate,2018,10.7198
Spain,Nitrite,2009,0.005
Spain,Dissolved oxygen,2004,11.4
Spain,Nitrite,2010,0.005
Belgium,Dissolved oxygen,2014,1.89
Belgium,Nitrite,2009,0.0102
Belgium,Dissolved oxygen,2013,1.22
Belgium,Dissolved oxygen,2013,1.38
Spain,Nitrite,2007,0.049
Spain,Nitrite,2009,0.025
Belgium,Dissolved oxygen,2021,2.082
Belgium,Dissolved oxygen,2021,1.817
Belgium,Nitrate,2018,12.3290697674419
Romania,Nitrate,2016,34.081
Romania,Nitrate,2016,2.28683
Spain,Nitrate,2007,55.125
Spain,Nitrate,2007,1.252
Spain,Nitrate,2007,14.668
Romania,Dissolved oxygen,2011,5.98
Romania,Dissolved oxygen,2016,5.3097
Romania,Nitrite,2016,0.02254
Belgium,Nitrite,2012,0.0162
Belgium,Nitrite,2009,0.0065
Spain,Nitrite,2005,0.005
Spain,Dissolved oxygen,2006,9.0
Spain,Nitrite,2010,0.025
Spain,Dissolved oxygen,2008,5.5
Belgium,Dissolved oxygen,2021,3.679
Belgium,Dissolved oxygen,2021,0.331
Spain,Ammonium,2006,0.023
Romania,Ammonium,2010,0.783
Romania,Ammonium,2011,0.24
Romania,Ammonium,2007,0.015
Romania,Ammonium,2016,0.1686
Romania,Ammonium,2016,1.52977
Spain,Ammonium,2012,1.2625
Spain,Ammonium,2006,0.348
Spain,Ammonium,2008,0.029
Romania,Ammonium,2006,0.083
Romania,Ammonium,2008,0.071
Spain,Ammonium,2011,0.01
Spain,Ammonium,2010,0.05
Spain,Ammonium,2012,0.11
Spain,Ammonium,2008,0.013
Spain,Ammonium,2006,0.2
Romania,Ammonium,2007,0.078
Belgium,Ammonium,2013,0.32
Romania,Ammonium,2016,2.20714285714286
Spain,Ammonium,2007,0.04
Spain,Ammonium,2008,0.026
Spain,Ammonium,2009,0.006
Spain,Ammonium,2010,0.025
Spain,Ammonium,2011,0.005
Spain,Ammonium,2012,0.023
Romania,Ammonium,2016,0.3893
Romania,Ammonium,2016,0.031
Romania,Ammonium,2021,1.253
Spain,Ammonium,2003,0.173
Belgium,Dissolved oxygen,2021,5.191
Belgium,Dissolved oxygen,2021,1.276
Romania,Nitrite,2016,0.0405
Romania,Dissolved oxygen,2016,5.788
Spain,Dissolved oxygen,2012,8.4
Spain,Dissolved oxygen,2008,6.767
Spain,Dissolved oxygen,2009,10.9
Belgium,Dissolved oxygen,2021,1.419
Belgium,Dissolved oxygen,2021,1.318
Belgium,Dissolved oxygen,2021,0.526
Belgium,Dissolved oxygen,2021,0.418
Spain,Dissolved oxygen,2011,5.6
Spain,Nitrite,2007,0.026
Spain,Ammonium,2006,0.343
Belgium,Ammonium,2014,5.01
Belgium,Ammonium,2014,1.26
Belgium,Ammonium,2011,0.03
Spain,Ammonium,2009,0.064
Romania,Nitrite,2016,0.01
Romania,Dissolved oxygen,2016,4.627
Romania,Nitrite,2021,0.04
Spain,Nitrite,2004,0.017
Spain,Dissolved oxygen,2008,7.14
Spain,Nitrite,2005,0.005
Spain,Ammonium,2009,0.142
Romania,Ammonium,2016,0.12495
Spain,Ammonium,2007,0.328
Spain,Ammonium,2007,0.023
Spain,Ammonium,2011,0.01
Spain,Ammonium,2006,0.155
Spain,Nitrate,2008,3.925
Malta,Nitrate,2021,306.0
Romania,Nitrate,2016,9.174
Spain,Nitrate,2006,7.3
Spain,Nitrate,2008,7.6
Spain,Ammonium,2008,0.097
Spain,Ammonium,2012,0.023
Romania,Ammonium,2016,0.2059
Spain,Ammonium,2007,0.013
Spain,Ammonium,2011,0.005
Spain,Ammonium,2007,0.033
Spain,Ammonium,2007,0.013
Spain,Ammonium,2010,0.025
Spain,Ammonium,2008,0.338
Belgium,Phosphate,2021,0.805
Spain,Nitrate,2011,9.0
Romania,Nitrate,2016,38.3955
Malta,Nitrate,2021,153.0
Spain,Nitrate,2011,8.0
Spain,Nitrate,2010,0.1389
Spain,Nitrite,2010,0.025
Spain,Nitrite,2011,0.018
Spain,Nitrite,2008,0.005
Spain,Dissolved oxygen,2010,7.2667
Spain,Nitrite,2011,0.023
Spain,Nitrite,2007,0.043
Spain,Nitrite,2011,0.01
Spain,Nitrite,2010,0.01
Spain,Ammonium,2009,0.05
Spain,Ammonium,2006,0.023
Romania,Ammonium,2016,0.466
Spain,Ammonium,2004,0.199
Spain,Ammonium,2009,0.018
Romania,Dissolved oxygen,2016,3.8995
Romania,Nitrite,2016,0.03
Romania,Dissolved oxygen,2016,4.84285714285714
Spain,Dissolved oxygen,2009,6.68
Romania,Dissolved oxygen,2006,7.072
Spain,Nitrite,2010,0.005
Spain,Ammonium,2010,0.065
Spain,Ammonium,2004,0.321
Spain,Ammonium,2006,0.032
Spain,Ammonium,2006,0.023
Romania,Ammonium,2016,0.1391
Spain,Ammonium,2007,0.129
Spain,Ammonium,2010,0.023
Spain,Ammonium,2008,0.013
Spain,Ammonium,2008,0.064
Spain,Ammonium,2010,0.026
Romania,Ammonium,2013,0.277
Spain,Ammonium,2005,0.041
Spain,Ammonium,2012,0.023
Spain,Ammonium,2006,0.089
Belgium,Dissolved oxygen,2021,1.734
Spain,Nitrite,2012,2.34144
Spain,Nitrite,2005,0.04
Spain,Nitrite,2009,0.005
Spain,Nitrite,2007,0.016
Spain,Dissolved oxygen,2006,44.8
Spain,Ammonium,2008,0.155
Spain,Ammonium,2004,0.022
Spain,Ammonium,2012,0.1
Spain,Ammonium,2003,0.106
Spain,Ammonium,2005,0.06
Spain,Nitrate,2006,120.812
Romania,Nitrate,2016,21.4467
Malta,Nitrate,2021,117.0
Spain,Nitrate,2010,7.25
Spain,Nitrate,2007,46.0
Belgium,Dissolved oxygen,2021,1.677
Spain,Nitrite,2009,0.005
Spain,Nitrite,2008,0.005
Spain,Dissolved oxygen,2010,5.25
Spain,Dissolved oxygen,2010,7.5375
Spain,Ammonium,2006,0.052
Spain,Ammonium,2003,0.028
Spain,Ammonium,2005,0.01
Spain,Ammonium,2011,0.042
Spain,Dissolved oxygen,2009,6.825
Spain,Nitrite,2006,0.005
Spain,Nitrite,2009,0.007
Spain,Dissolved oxygen,2004,9.81
Spain,Nitrite,2006,0.01
Spain,Nitrate,2006,2.167
Spain,Nitrate,2011,53.5
Spain,Nitrate,2011,35.5
Spain,Nitrate,2009,7.085
Spain,Nitrate,2011,9.8
Spain,Dissolved oxygen,2006,9.725
Romania,Dissolved oxygen,2008,5.523
Romania,Nitrite,2006,0.007
Romania,Nitrite,2011,0.005
Belgium,Dissolved oxygen,2013,3.69
Spain,Ammonium,2003,0.018
Spain,Ammonium,2012,0.1
Spain,Ammonium,2006,0.103
Spain,Ammonium,2011,0.06
Spain,Ammonium,2007,0.013
Spain,Dissolved oxygen,2008,1.68
Spain,Dissolved oxygen,2012,6.0
Romania,Dissolved oxygen,2010,6.365
Romania,Dissolved oxygen,2011,5.8
Spain,Nitrite,2008,0.073
Spain,Ammonium,2008,0.032
Spain,Ammonium,2010,0.023
Spain,Ammonium,2007,0.023
Spain,Ammonium,2009,0.05
Spain,Ammonium,2009,0.052
Spain,Nitrite,2009,0.047
Spain,Nitrite,2012,0.035
Romania,Dissolved oxygen,2006,7.232
Romania,Dissolved oxygen,2007,7.498
Belgium,Dissolved oxygen,2013,2.09
Spain,Ammonium,2007,0.049
Spain,Ammonium,2009,0.102
Spain,Ammonium,2008,0.1333
Spain,Ammonium,2007,0.111
Spain,Ammonium,2008,0.013
Spain,Ammonium,2009,0.006
Romania,Ammonium,2006,0.074
Romania,Ammonium,2016,0.7499
Romania,Ammonium,2016,0.1672
Spain,Ammonium,2011,0.0061
Belgium,Dissolved oxygen,2013,1.69
Romania,Nitrite,2016,0.03
Spain,Nitrite,2009,0.01
Spain,Nitrite,2007,0.005
Spain,Nitrite,2009,0.005
Spain,Nitrate,2008,40.25
Belgium,Nitrate,2018,18.8245
Romania,Nitrate,2016,1.7125
Romania,Nitrate,2016,2.03488
Spain,Nitrate,2007,23.367
Spain,Nitrate,2009,53.625
Belgium,Phosphate,2021,0.178
Belgium,Phosphate,2021,2.499
Belgium,Nitrate,2014,55.1
Belgium,Nitrate,2014,12.8
Belgium,Nitrate,2013,14.5
Belgium,Nitrate,2013,9.2
Belgium,Phosphate,2021,0.319
Spain,Nitrite,2006,0.005
Spain,Nitrite,2008,0.005
Spain,Dissolved oxygen,2008,8.1
Spain,Nitrite,2007,0.005
Romania,Nitrite,2007,0.027
Romania,Nitrite,2011,0.109
Spain,Dissolved oxygen,2010,7.5
Spain,Dissolved oxygen,2012,5.5
Spain,Nitrite,2006,0.005
Belgium,Phosphate,2021,0.63
Spain,Nitrate,2007,109.212
Spain,Nitrate,2009,1.383
Spain,Nitrate,2012,2.52
Spain,Nitrate,2009,84.5
Spain,Nitrate,2010,69.0
Spain,Nitrate,2004,5.32
Spain,Nitrate,2007,18.3
Spain,Nitrate,2009,2.2
Spain,Ammonium,2012,0.023
Spain,Ammonium,2006,0.219
Spain,Ammonium,2008,0.212
Spain,Ammonium,2007,0.09
Spain,Ammonium,2007,0.072
Spain,Nitrate,2012,2.0
Spain,Nitrate,2007,7.2
Spain,Nitrate,2006,35.45
Romania,Nitrate,2009,9.301
Romania,Nitrate,2011,12.044
Malta,Nitrate,2021,52.0
Spain,Nitrite,2008,0.005
Spain,Dissolved oxygen,2012,9.9
Spain,Nitrite,2003,0.012
Spain,Nitrite,2003,0.005
Romania,Dissolved oxygen,2016,5.4191
Spain,Ammonium,2007,0.132
Spain,Ammonium,2006,0.09
Romania,Ammonium,2016,0.236166666666667
Spain,Ammonium,2006,0.155
Spain,Ammonium,2012,0.12875
Spain,Ammonium,2009,0.065
Spain,Ammonium,2012,2.5
Spain,Ammonium,2007,0.013
Romania,Ammonium,2016,5.25109
Romania,Ammonium,2016,0.8497
Spain,Ammonium,2003,0.018
Spain,Ammonium,2005,0.023
Spain,Ammonium,2004,0.064
Spain,Ammonium,2006,0.04
Spain,Ammonium,2008,0.026
Spain,Ammonium,2008,0.193
Romania,Nitrite,2016,0.01388
Spain,Nitrite,2007,0.11
Spain,Dissolved oxygen,2012,4.375
Spain,Dissolved oxygen,2009,3.32
Spain,Nitrite,2008,0.005
Spain,Ammonium,2009,0.1
Spain,Ammonium,2010,0.065
Spain,Ammonium,2010,0.0831
Belgium,Ammonium,2012,0.0435
Spain,Ammonium,2006,0.043
Belgium,Nitrite,2011,0.01
Spain,Dissolved oxygen,2005,29.2
Spain,Nitrite,2007,0.005
Spain,Dissolved oxygen,2005,60.8
Romania,Ammonium,2016,0.023
Spain,Ammonium,2012,0.1
Belgium,Ammonium,2006,0.0211
Belgium,Ammonium,2007,0.012
Spain,Ammonium,2009,0.028
Spain,Nitrite,2011,0.0619
Spain,Dissolved oxygen,2011,1.8
Spain,Dissolved oxygen,2011,4.49
Spain,Nitrite,2005,0.005
Spain,Ammonium,2007,0.013
Spain,Ammonium,2009,11.3
Spain,Ammonium,2007,0.023
Spain,Ammonium,2011,0.0005
Spain,Ammonium,2010,0.05
Spain,Dissolved oxygen,2009,12.4
Spain,Nitrite,2006,0.005
Spain,Nitrite,2011,0.023
Romania,Dissolved oxygen,2016,6.39
Spain,Dissolved oxygen,2008,6.5
Spain,Ammonium,2012,0.1
Spain,Ammonium,2004,0.065
Spain,Ammonium,2005,0.023
Spain,Ammonium,2008,0.037
Spain,Ammonium,2007,0.26
Belgium,Nitrite,2006,0.0061
Spain,Nitrite,2010,0.005
Spain,Nitrite,2004,0.045
Spain,Nitrite,2010,0.0273
Romania,Dissolved oxygen,2016,5.09
Spain,Ammonium,2010,0.065
Spain,Ammonium,2008,0.203
Spain,Ammonium,2010,0.07
Spain,Ammonium,2010,0.025
Spain,Ammonium,2007,0.18
Romania,Nitrite,2016,0.0131666666666667
Belgium,Dissolved oxygen,2021,0.781
Belgium,Dissolved oxygen,2021,3.433
Spain,Nitrite,2010,0.0165
Spain,Dissolved oxygen,2008,1.1
Spain,Dissolved oxygen,2011,4.6
Spain,Nitrite,2006,0.022
Spain,Nitrite,2008,0.293
Spain,Nitrite,2007,0.04
Spain,Nitrite,2003,0.005
Spain,Nitrite,2011,0.0425
Spain,Nitrite,2007,0.03
Spain,Nitrite,2008,0.01
Spain,Nitrite,2012,0.06569
Spain,Dissolved oxygen,2006,9.55
Malta,Nitrate,2021,95.0
Spain,Nitrate,2003,18.554
Belgium,Phosphate,2021,0.906
Belgium,Phosphate,2021,0.578
Spain,Nitrate,2009,67.4
Spain,Nitrite,2006,0.005
Spain,Nitrite,2007,0.005
Spain,Nitrite,2011,0.023
Spain,Dissolved oxygen,2011,4.6
Spain,Nitrite,2010,0.01
Spain,Nitrate,2010,71.4286
Spain,Nitrate,2007,39.95
Belgium,Nitrate,2013,32.5
Belgium,Nitrate,2014,16.6
Belgium,Nitrate,2013,18.0
Belgium,Nitrate,2014,30.3
Belgium,Nitrate,2013,38.7
Romania,Nitrate,2016,10.96
Romania,Nitrate,2016,6.0145
Spain,Nitrate,2009,7.162
Spain,Nitrate,2007,12.6
Spain,Nitrate,2009,2.5
Spain,Nitrate,2009,35.1
Spain,Nitrate,2011,7.0
Spain,Nitrate,2010,1.0
Spain,Nitrate,2010,71.0
Spain,Nitrate,2008,6.467
Spain,Nitrate,2008,90.475
Spain,Nitrate,2006,18.5
Belgium,Nitrate,2014,43.7
Belgium,Nitrate,2013,11.2
Belgium,Nitrate,2013,10.5
Romania,Nitrate,2013,3.953
Spain,Nitrate,2008,5.0
Spain,Nitrate,2010,26.2
Spain,Nitrate,2008,2.5
Spain,Nitrate,2010,0.1389
Belgium,Phosphate,2021,0.645
Spain,Nitrite,2006,0.005
Spain,Dissolved oxygen,2006,8.767
Spain,Nitrite,2010,0.0011
Romania,Dissolved oxygen,2016,6.548
Romania,Nitrite,2016,0.0066
Spain,Ammonium,2008,0.07
Spain,Ammonium,2009,0.01
Spain,Ammonium,2007,0.023
Spain,Ammonium,2012,0.02846
Spain,Ammonium,2010,0.023
Spain,Ammonium,2009,0.013
Spain,Ammonium,2009,0.1
Spain,Ammonium,2008,0.048
Spain,Ammonium,2011,0.02
Spain,Ammonium,2009,0.037
Spain,Nitrate,2007,9.2
Spain,Nitrate,2008,0.25
Spain,Nitrate,2009,19.76
Romania,Nitrate,2016,14.3088
Spain,Nitrate,2008,0.9
Spain,Nitrite,2010,0.03
Spain,Nitrite,2011,0.063
Spain,Nitrite,2012,0.03
Romania,Nitrite,2016,0.037
Romania,Dissolved oxygen,2016,5.88166666666667
Spain,Nitrite,2012,0.055
Spain,Ammonium,2010,0.0358
Spain,Ammonium,2004,1.81
Spain,Ammonium,2011,0.02
Spain,Ammonium,2007,0.129
Spain,Ammonium,2006,0.032
Romania,Ammonium,2016,0.0780625
Romania,Ammonium,2016,0.5225
Spain,Ammonium,2007,0.245
Belgium,Ammonium,2002,0.011
Spain,Ammonium,2010,0.0453
Spain,Nitrite,2003,0.008
Spain,Nitrite,2012,0.0051
Spain,Dissolved oxygen,2011,7.6875
Spain,Dissolved oxygen,2005,37.9
Belgium,Phosphate,2021,0.147
Belgium,Phosphate,2021,0.068
Romania,Nitrate,2016,23.1863
Malta,Nitrate,2021,127.0
Spain,Nitrate,2004,18.617
Spain,Nitrate,2008,23.915
Belgium,Ammonium,2020,0.426
Belgium,Ammonium,2020,0.396
Spain,Ammonium,2007,0.09
Spain,Ammonium,2012,0.025
Belgium,Ammonium,2020,0.161
Spain,Ammonium,2009,0.258
Spain,Dissolved oxygen,2005,7.5
Belgium,Nitrite,2012,0.0171
Belgium,Nitrite,2011,0.01
Belgium,Nitrite,2010,0.005
Belgium,Nitrite,2001,0.005
Spain,Nitrite,2008,0.005
Spain,Dissolved oxygen,2007,7.5
Spain,Dissolved oxygen,2009,6.5
Spain,Nitrite,2009,0.005
Belgium,Dissolved oxygen,2013,2.24
Belgium,Ammonium,2013,0.4
Belgium,Ammonium,2013,2.16
Spain,Ammonium,2010,0.16
Spain,Ammonium,2007,0.013
Spain,Ammonium,2007,0.251
Spain,Ammonium,2010,0.025
Spain,Ammonium,2004,0.043
Spain,Ammonium,2007,0.22
Belgium,Ammonium,2018,0.322
Spain,Ammonium,2010,0.023
Spain,Ammonium,2006,0.023
Spain,Ammonium,2007,0.053
Spain,Ammonium,2004,0.065
Spain,Ammonium,2005,0.052
Spain,Ammonium,2006,0.032
Spain,Nitrate,2012,13.56684
Spain,Nitrate,2006,37.25
Belgium,Phosphate,2021,0.152
Malta,Nitrate,2021,69.0
Romania,Nitrate,2021,3.839
Spain,Nitrate,2006,23.183
Spain,Dissolved oxygen,2012,4.875
Spain,Nitrite,2010,0.0176
Spain,Nitrite,2011,0.1
Spain,Nitrite,2012,0.03
Spain,Dissolved oxygen,2009,3.7
Spain,Ammonium,2007,0.219
Spain,Ammonium,2011,0.012
Spain,Ammonium,2010,0.023
Belgium,Ammonium,2020,0.934
Belgium,Ammonium,2020,0.065
Belgium,Dissolved oxygen,2013,2.06
Spain,Nitrite,2010,0.02
Spain,Nitrite,2012,10.0
Spain,Nitrite,2008,0.021
Spain,Dissolved oxygen,2007,7.4
Spain,Dissolved oxygen,2012,8.175
Belgium,Ammonium,2020,0.842
Belgium,Ammonium,2020,0.333
Spain,Ammonium,2012,0.023
Spain,Ammonium,2011,0.0005
Belgium,Ammonium,2013,5.27
Spain,Ammonium,2012,0.0425
Belgium,Nitrite,2008,0.01
Spain,Dissolved oxygen,2008,6.8333
Spain,Dissolved oxygen,2010,7.2
