Species,HabitatType,status,StartLatitude,StartLongitude,DepthLower,Weight_kg,Number
Scleractinia,Unknown,,42.73683333,-11.77233333,468.08500000000004,306.0,45.0
Madrepora oculata,Unknown,,42.73683333,-11.77233333,900.0,938.0,999.0
Desmophyllum dianthus,Unknown,,42.73683333,-11.77233333,900.0,318.0,318.0
Stylasteridae,Unknown,,42.73683333,-11.77233333,1067.0,2.0,1.0
Demospongiae,Unknown,,42.73683333,-11.77233333,950.0,11.0,3.0
Hymedesmia,Unknown,,42.73683333,-11.77233333,435.0,1.0,1.0
Aphrocallistes beatrix,Unknown,,43.00216667,-11.96083333,1159.5,3.0,1.0
Antipatharia,Unknown,,43.00216667,-11.96083333,1018.6,11.0,297.0
Scleractinia,Unknown,,43.00216667,-11.96083333,468.08500000000004,2.0,1.0
Hexactinellida,Unknown,,43.00216667,-11.96083333,1249.0,2.0,4.0
Demospongiae,Unknown,,43.00216667,-11.96083333,950.0,3.0,4.0
Stephanocyathus,Unknown,,43.00216667,-11.96083333,1250.5,469.0,33.0
Porifera,Unknown,,43.00216667,-11.96083333,894.625,1.0,2.0
Thenea muricata,Unknown,,42.62966667,-11.82433333,314.045,1.0,4.0
Aphrocallistes beatrix,Unknown,,42.62966667,-11.82433333,1159.5,35.0,1.0
Antipatharia,Unknown,,42.62966667,-11.82433333,1018.6,1.0,1.0
Scleractinia,Unknown,,42.62966667,-11.82433333,468.08500000000004,21.0,2.0
Hexactinellida,Unknown,,42.62966667,-11.82433333,1249.0,3.0,1.0
Stephanocyathus,Unknown,,42.62966667,-11.82433333,1250.5,35.0,10.0
Thenea muricata,Unknown,,42.69916667,-11.6765,314.045,9.0,18.0
Hexactinellida,Unknown,,42.69916667,-11.6765,1249.0,17.0,3.0
Demospongiae,Unknown,,42.69916667,-11.6765,950.0,18.0,11.0
Stephanocyathus,Unknown,,42.69916667,-11.6765,1250.5,6.0,1.0
Porifera,Unknown,,42.69916667,-11.6765,894.625,29.0,364.0
Aphrocallistes beatrix,Unknown,,42.94616667,-11.9755,1159.5,38.0,999.0
Antipatharia,Unknown,,42.94616667,-11.9755,1018.6,59.0,999.0
Hexactinellida,Unknown,,42.94616667,-11.9755,1249.0,485.0,999.0
Stephanocyathus,Unknown,,42.94616667,-11.9755,1250.5,21.0,1.0
Hyalonema,Unknown,,42.94616667,-11.9755,1246.0,62.0,9999.0
Lophelia pertusa,Unknown,,42.81966667,-11.7815,270.0,19.0,999.0
Antipatharia,Unknown,,42.81966667,-11.7815,1018.6,3.0,8.0
Scleractinia,Unknown,,42.81966667,-11.7815,468.08500000000004,7.0,13.0
Madrepora oculata,Unknown,,42.81966667,-11.7815,900.0,810.0,999.0
Desmophyllum dianthus,Unknown,,42.81966667,-11.7815,900.0,32.0,4.0
Stylasteridae,Unknown,,42.81966667,-11.7815,1067.0,2.0,8.0
Demospongiae,Unknown,,42.81966667,-11.7815,950.0,1.0,1.0
Porifera,Unknown,,42.81966667,-11.7815,894.625,1.0,1.0
Acanella arbuscula,Unknown,,42.54166667,-12.0465,1250.0,51.0,23.0
Polymastia,Unknown,,42.54166667,-12.0465,322.1,1.0,1.0
Hexactinellida,Unknown,,42.54166667,-12.0465,1249.0,111.0,8.0
Madrepora oculata,Unknown,,42.54166667,-12.0465,900.0,10.0,1.0
Demospongiae,Unknown,,42.54166667,-12.0465,950.0,4.0,999.0
Narella bellissima,Unknown,,42.54166667,-12.0465,766.5,4.0,1.0
Chrysogorgia,Unknown,,42.54166667,-12.0465,1800.0,1.0,2.0
Acanella arbuscula,Unknown,,42.64133333,-11.49483333,1250.0,55.0,7.0
Polymastia,Unknown,,42.64133333,-11.49483333,322.1,8.0,4.0
Antipatharia,Unknown,,42.64133333,-11.49483333,1018.6,8.0,6.0
Demospongiae,Unknown,,42.64133333,-11.49483333,950.0,30.0,2.0
Stephanocyathus,Unknown,,42.64133333,-11.49483333,1250.5,13.0,7.0
Hyalonema,Unknown,,42.64133333,-11.49483333,1246.0,40.0,3.0
Porifera,Unknown,,42.64133333,-11.49483333,894.625,2.0,1.0
Antipatharia,Unknown,,42.99366667,-11.9735,1018.6,1.0,1.0
Scleractinia,Unknown,,42.99366667,-11.9735,468.08500000000004,2.0,3.0
Stephanocyathus,Unknown,,42.99366667,-11.9735,1250.5,103.0,3.0
Scleractinia,Unknown,,42.707,-11.65516667,468.08500000000004,0.0,1.0
Porifera,Unknown,,42.707,-11.65516667,894.625,0.0,3.0
Lophelia pertusa,Unknown,,42.79,-11.80433333,270.0,6.0,85.0
Scleractinia,Unknown,,42.79,-11.80433333,468.08500000000004,0.0,94.0
Acanthogorgia,Unknown,,42.79,-11.80433333,1128.0,0.0,123.0
Madrepora oculata,Unknown,,42.79,-11.80433333,900.0,17.0,159.0
Desmophyllum dianthus,Unknown,,42.79,-11.80433333,900.0,0.0,9.0
Leiopathes,Unknown,,42.79,-11.80433333,1652.0,0.0,5.0
Parantipathes,Unknown,,42.79,-11.80433333,352.5,0.0,16.0
Thenea muricata,Unknown,,42.721,-11.73716667,314.045,0.0,3.0
Lophelia pertusa,Unknown,,42.721,-11.73716667,270.0,0.0,15.0
Acanthogorgia,Unknown,,42.721,-11.73716667,1128.0,0.0,3.0
Madrepora oculata,Unknown,,42.721,-11.73716667,900.0,0.0,10.0
Desmophyllum dianthus,Unknown,,42.721,-11.73716667,900.0,0.0,9.0
Caryophyllia,Unknown,,42.721,-11.73716667,0.0,0.0,10.0
Geodia,Unknown,,42.721,-11.73716667,933.0,0.0,1.0
Pennatula,Unknown,,44.06816667,-5.177333333,275.0,1.0,1.0
Pheronema carpenteri,Unknown,,44.06816667,-5.177333333,1250.0,150.0,3.0
Porifera,Unknown,,44.06816667,-5.177333333,894.625,2.0,2.0
Pheronema carpenteri,Unknown,,44.0415,-5.256166667,1250.0,8810.0,19.0
Pennatula,Unknown,,43.9135,-4.802666667,275.0,2.0,1.0
Pheronema carpenteri,Unknown,,43.9135,-4.802666667,1250.0,44.0,2.0
Thenea muricata,Unknown,,43.9135,-4.802666667,314.045,2.0,6.0
Scleractinia,Unknown,,43.9135,-4.802666667,468.08500000000004,20.0,2.0
Hexactinellida,Unknown,,43.9135,-4.802666667,1249.0,2.0,5.0
Scleractinia,Unknown,,42.707,-11.65516667,468.08500000000004,20.0,5.0
Lophelia pertusa,Unknown,,42.79,-11.80433333,270.0,586.0,7.0
Antipatharia,Unknown,,42.79,-11.80433333,1018.6,1.0,1.0
Scleractinia,Unknown,,42.79,-11.80433333,468.08500000000004,4.0,19.0
Acanthogorgia,Unknown,,42.79,-11.80433333,1128.0,30.0,17.0
Madrepora oculata,Unknown,,42.79,-11.80433333,900.0,2100.0,21.0
Desmophyllum dianthus,Unknown,,42.79,-11.80433333,900.0,28.0,3.0
Caryophyllia,Unknown,,42.79,-11.80433333,0.0,14.0,6.0
Scleractinia,Unknown,,42.721,-11.73716667,468.08500000000004,12.0,6.0
Acanthogorgia,Unknown,,42.721,-11.73716667,1128.0,11.0,8.0
Madrepora oculata,Unknown,,42.721,-11.73716667,900.0,30.0,5.0
Caryophyllia,Unknown,,42.721,-11.73716667,0.0,10.0,55.0
Caryophyllia,Unknown,,42.6235,-11.92533333,0.0,2.0,5.0
Porifera,Unknown,,42.6235,-11.92533333,894.625,20.0,8.0
Lophelia pertusa,Unknown,,42.75016667,-11.77633333,270.0,3320.0,43.0
Scleractinia,Unknown,,42.75016667,-11.77633333,468.08500000000004,4.0,26.0
Acanthogorgia,Unknown,,42.75016667,-11.77633333,1128.0,66.0,12.0
Madrepora oculata,Unknown,,42.75016667,-11.77633333,900.0,506.0,6.0
Desmophyllum dianthus,Unknown,,42.75016667,-11.77633333,900.0,262.0,51.0
Dendrophyllia cornigera,Unknown,,42.491,-9.17465,435.0,0.0,
Dendrophyllia cornigera,Unknown,,42.7755,-9.34172,435.0,0.0,
Dendrophyllia cornigera,Unknown,,43.7574,-9.28525,435.0,0.0,
Dendrophyllia cornigera,Unknown,,43.3993,-8.89152,435.0,0.0,
Dendrophyllia cornigera,Unknown,,43.3948,-8.87815,435.0,0.0,
Dendrophyllia cornigera,Unknown,,43.6925,-8.28377,435.0,0.0,
Dendrophyllia cornigera,Unknown,,43.8161,-8.068,435.0,0.0,
Dendrophyllia cornigera,Unknown,,43.8197,-7.57324,435.0,0.0,
Dendrophyllia cornigera,Unknown,,43.5288,-2.75826,435.0,0.0,
Antipathella subpinnata,Unknown,,42.7768,-9.3426,241.0,0.0,
Antipathella subpinnata,Unknown,,42.7595,-9.28314,241.0,0.0,
Antipathella subpinnata,Unknown,,43.5405,-3.21863,241.0,0.0,
Antipathella subpinnata,Unknown,,43.5452,-3.21507,241.0,0.0,
Antipathes dichotoma,Unknown,,43.5291,-2.75395,435.0,0.0,
Eunicella verrucosa,Unknown,,43.6851,-5.78615,435.0,0.0,
Eunicella verrucosa,Unknown,,43.6837,-5.78833,435.0,0.0,
Alcyonium digitatum,Unknown,,42.7507,-9.00577,435.0,0.0,
Polymastia,Unknown,,43.0,-49.72,305.0,0.0,1.0
Demospongiae,Unknown,,43.0,-49.72,305.0,0.0,2.0
Poecilosclerida,Unknown,,43.0,-49.73,343.0,0.0,1.0
Polymastia,Unknown,,43.0,-49.73,343.0,0.0,2.0
Nephtheidae,Unknown,,43.0,-49.73,343.0,0.0,2.0
Demospongiae,Unknown,,43.0,-49.7,356.0,0.0,1.0
Poecilosclerida,Unknown,,42.92,-49.85,330.0,0.0,1.0
Nephtheidae,Unknown,,42.92,-49.85,330.0,0.0,1.0
Duva florida,Unknown,,42.92,-49.85,330.0,0.0,1.0
Duva florida,Unknown,,43.0,-49.7,346.0,0.0,1.0
Nephtheidae,Unknown,,43.0,-49.7,346.0,0.0,4.0
Polymastia,Unknown,,43.0,-49.7,346.0,0.0,1.0
Duva florida,Unknown,,42.83,-49.9,328.0,0.0,1.0
Nephtheidae,Unknown,,42.83,-49.9,328.0,0.0,1.0
Nephtheidae,Unknown,,42.82,-49.93,326.0,0.0,4.0
Demospongiae,Unknown,,42.82,-49.93,326.0,0.0,1.0
Polymastia,Unknown,,42.82,-49.93,326.0,0.0,2.0
Demospongiae,Unknown,,42.82,-49.93,326.0,0.0,1.0
Haliclona,Unknown,,42.85,-49.88,334.0,0.0,2.0
Bryozoa,Unknown,,42.85,-49.88,334.0,0.0,1.0
Nephtheidae,Unknown,,42.87,-49.85,361.0,0.0,1.0
Duva florida,Unknown,,42.87,-49.85,361.0,0.0,1.0
Polymastia,Unknown,,42.87,-49.85,348.0,0.0,1.0
Phakellia,Unknown,,42.9,-49.85,395.0,0.0,1.0
Nephtheidae,Unknown,,42.82,-49.93,374.0,0.0,1.0
Duva florida,Unknown,,43.78,-49.02,365.0,0.0,2.0
Nephtheidae,Unknown,,42.83,-49.9,385.0,0.0,2.0
Polymastia,Unknown,,42.83,-49.9,385.0,0.0,1.0
Anthoptilum,Unknown,,45.42,-48.45,914.0,0.0,2.0
Anthoptilum,Unknown,,45.63,-48.05,982.0,0.0,3.0
Duva florida,Unknown,,45.63,-48.05,982.0,0.0,3.0
Nephtheidae,Unknown,,45.63,-48.05,982.0,0.0,3.0
Anthoptilum grandiflorum,Unknown,,43.11,-51.11,514.0,0.0,2.0
Duva florida,Unknown,,43.42,-49.3,390.0,0.0,1.0
Duva florida,Unknown,,42.92,-49.84,375.0,0.0,4.0
Stauropathes,Unknown,,42.92,-49.84,375.0,0.0,2.0
Axinellidae,Unknown,,43.32,-49.32,405.0,0.0,1.0
Anthoptilum grandiflorum,Unknown,,43.12,-51.09,390.0,0.0,1.0
Halipteris finmarchica,Unknown,,43.12,-51.09,390.0,0.0,1.0
Anthoptilum grandiflorum,Unknown,,43.18,-51.34,385.0,0.0,4.0
Halipteris finmarchica,Unknown,,43.18,-51.34,385.0,0.0,11.0
Pennatula,Unknown,,43.18,-51.34,385.0,0.0,8.0
Anthoptilum grandiflorum,Unknown,,43.25,-51.45,440.0,0.0,3.0
Halipteris finmarchica,Unknown,,43.25,-51.45,440.0,0.0,2.0
Pennatula,Unknown,,43.25,-51.45,440.0,0.0,2.0
Anthoptilum grandiflorum,Unknown,,43.4,-51.69,445.0,0.0,1.0
Halipteris finmarchica,Unknown,,43.4,-51.69,445.0,0.0,1.0
Pennatula,Unknown,,43.4,-51.69,445.0,0.0,4.0
Anthoptilum grandiflorum,Unknown,,46.31,-46.75,1195.0,0.0,12.0
Halipteris finmarchica,Unknown,,46.31,-46.75,1195.0,0.0,2.0
Anthoptilum grandiflorum,Unknown,,46.82,-46.78,1175.0,0.0,17.0
Duva florida,Unknown,,46.82,-46.78,1175.0,0.0,1.0
Anthoptilum grandiflorum,Unknown,,46.28,-46.75,1195.0,0.0,2.0
Pennatula,Unknown,,46.28,-46.75,1195.0,0.0,2.0
Anthoptilum grandiflorum,Unknown,,46.29,-46.76,1224.0,0.0,28.0
Anthoptilum grandiflorum,Unknown,,46.73,-46.77,1190.0,0.0,16.0
Halipteris finmarchica,Unknown,,47.76,-46.72,1026.0,0.0,5.0
Pennatula,Unknown,,47.76,-46.72,1026.0,0.0,57.0
Anthoptilum grandiflorum,Unknown,,48.55,-45.9,1070.0,0.0,3.0
Pennatula,Unknown,,48.55,-45.9,1070.0,0.0,6.0
Anthoptilum grandiflorum,Unknown,,48.62,-45.69,1105.0,0.0,3.0
Duva florida,Unknown,,42.91,-49.84,370.0,0.0,4.0
Euplectella,Unknown,,42.91,-49.84,370.0,0.0,3.0
Polymastia,Unknown,,42.79,-50.04,405.0,0.0,4.0
Demospongiae,Unknown,,42.79,-50.04,405.0,0.0,2.0
Duva florida,Unknown,,42.79,-50.04,405.0,0.0,6.0
Anthoptilum grandiflorum,Unknown,,42.79,-50.04,405.0,0.0,2.0
Duva florida,Unknown,,42.93,-49.86,385.0,0.0,5.0
Euplectella,Unknown,,42.93,-49.86,385.0,0.0,1.0
Duva florida,Unknown,,42.85,-50.34,210.0,0.0,2.0
Duva florida,Unknown,,43.32,-49.32,395.0,0.0,2.0
Axinellidae,Unknown,,43.32,-49.32,395.0,0.0,1.0
Duva florida,Unknown,,44.26,-48.97,410.0,0.0,2.0
Axinellidae,Unknown,,43.32,-49.31,385.0,0.0,1.0
Geodia,Unknown,,77.5166666666667,11.3666666666667,933.0,14.0,4.0
Axinella,Unknown,,47.355,-44.5633333333333,222.5,0.0,1.0
Axinella,Unknown,,47.215,-44.8166666666667,222.5,0.0,1.0
Polymastia,Unknown,,47.215,-44.8166666666667,322.1,0.0,1.0
Axinella,Unknown,,46.8066666666667,-46.99,222.5,0.0,1.0
Craniella cranium,Unknown,,47.0116666666667,-45.1716666666667,293.6,0.0,1.0
Axinella,Unknown,,46.755,-45.035,222.5,0.0,1.0
Polymastia,Unknown,,46.755,-45.035,322.1,0.0,1.0
Demospongiae,Unknown,,46.755,-45.035,950.0,0.0,1.0
Axinella,Unknown,,46.835,-45.0983333333333,222.5,0.0,1.0
Demospongiae,Unknown,,46.835,-45.0983333333333,950.0,0.0,1.0
Demospongiae,Unknown,,47.13,-44.9533333333333,950.0,0.0,1.0
Axinella,Unknown,,47.395,-44.3566666666667,222.5,0.0,1.0
Duva florida,Unknown,,48.1333333333333,-47.2,1040.0,0.0,4.0
Anthoptilum,Unknown,,48.6333333333333,-45.6666666666667,1145.0,0.0,3.0
Duva florida,Unknown,,48.1833333333333,-46.95,1050.0,0.0,5.0
Anthoptilum,Unknown,,48.1333333333333,-47.6166666666667,1060.0,0.0,3.0
Duva florida,Unknown,,48.3166666666667,-46.5166666666667,1050.0,0.0,5.0
Anthoptilum,Unknown,,48.3,-46.4666666666667,1021.0,0.0,1.0
Phakellia,Unknown,,48.3,-46.4666666666667,1021.0,0.0,2.0
Polymastia,Unknown,,48.3,-46.4666666666667,1021.0,0.0,2.0
Polymastia,Unknown,,48.3,-46.45,1034.0,0.0,3.0
Duva florida,Unknown,,48.3,-46.45,1034.0,0.0,2.0
Anthoptilum,Unknown,,48.1333333333333,-47.1333333333333,1012.0,0.0,1.0
Geodia,Unknown,,48.1333333333333,-47.1333333333333,1012.0,0.0,2.0
Polymastia,Unknown,,42.9,-49.8833333333333,234.0,0.0,1.0
Anthoptilum,Unknown,,42.9,-49.8833333333333,234.0,0.0,1.0
Duva florida,Unknown,,42.8666666666667,-50.5,220.0,0.0,5.0
Polymastia,Unknown,,42.8666666666667,-50.5,220.0,0.0,3.0
Duva florida,Unknown,,42.8666666666667,-50.3,220.0,0.0,2.0
Polymastia,Unknown,,43.8,-49.0666666666667,240.0,0.0,3.0
Phakellia,Unknown,,43.8,-49.0666666666667,240.0,0.0,1.0
Geodia,Unknown,,48.1333333333333,-47.6166666666667,1070.0,0.0,3.0
Polymastia,Unknown,,48.1333333333333,-47.6166666666667,1070.0,0.0,4.0
Anthoptilum,Unknown,,43.2633,-49.3533,330.0,0.0,1.0
Polymastia,Unknown,,43.285,-49.4816,220.0,0.0,2.0
Anthoptilum,Unknown,,43.4133,-49.3533,330.0,0.0,1.0
Phakellia,Unknown,,44.04,-49.055,289.0,0.0,1.0
Phakellia,Unknown,,44.055,-49.0783,291.0,0.0,1.0
Phakellia,Unknown,,44.07,-49.08,247.0,0.0,1.0
Phakellia,Unknown,,45.5316,-48.4383,300.0,0.0,1.0
Phakellia,Unknown,,45.5316,-48.4266,315.0,0.0,1.0
Phakellia,Unknown,,44.055,-49.07,251.0,0.0,1.0
Primnoa resedaeformis,Unknown,,48.255,-45.27,510.0,0.0,1.0
Anthoptilum,Unknown,,43.2616666666667,-51.4366666666667,350.0,0.0,1.0
Anthoptilum,Unknown,,43.3016666666667,-51.5483333333333,470.0,0.0,1.0
Anthoptilum,Unknown,,43.0966666666667,-51.3216666666667,700.0,0.0,5.0
Anthoptilum,Unknown,,43.3333333333333,-51.6583333333333,500.0,0.0,2.0
Keratoisis,Unknown,,46.49,-45.8433333333333,500.0,0.0,1.0
Anthoptilum grandiflorum,Unknown,,46.73,-46.77,1115.0,0.0,1.0
Halipteris finmarchica,Unknown,,46.79,-46.78,1025.0,0.0,1.0
Anthoptilum grandiflorum,Unknown,,46.79,-46.76,1115.0,0.0,1.0
Halipteris finmarchica,Unknown,,46.77,-46.76,1025.0,0.0,1.0
Anthoptilum grandiflorum,Unknown,,46.77,-46.76,1115.0,0.0,1.0
Anthoptilum grandiflorum,Unknown,,46.8,-46.78,1115.0,0.0,1.0
Anthoptilum grandiflorum,Unknown,,46.77,-46.78,1115.0,0.0,2.0
Anthoptilum grandiflorum,Unknown,,46.8,-46.78,1115.0,0.0,3.0
Funiculina quadrangularis,Unknown,,46.8,-46.78,219.0,0.0,1.0
Anthoptilum grandiflorum,Unknown,,46.81,-46.8,1115.0,0.0,17.0
Funiculina quadrangularis,Unknown,,46.81,-46.8,219.0,0.0,1.0
Distichoptilum gracile,Unknown,,46.81,-46.8,2900.0,0.0,1.0
Halipteris finmarchica,Unknown,,46.85,-46.75,1025.0,0.0,1.0
Anthoptilum grandiflorum,Unknown,,46.85,-46.75,1115.0,0.0,34.0
Nephtheidae,Unknown,,43.0,-49.6968,410.0,0.0,11.0
Nephtheidae,Unknown,,43.3234,-49.3151,444.0,0.0,32.0
Paragorgia arborea,Unknown,,46.0616666666667,-46.5201,504.0,5.0,0.0
Paragorgia arborea,Unknown,,46.7418,-46.5134,565.0,2.0,0.0
Nephtheidae,Unknown,,43.4368,-49.2634,426.0,0.0,15.0
Nephtheidae,Unknown,,43.2801,-49.3967,486.0,0.0,11.0
Nephtheidae,Unknown,,43.2801,-49.3967,376.0,0.0,7.0
Nephtheidae,Unknown,,43.2667,-49.3984,336.0,0.0,10.0
Nephtheidae,Unknown,,43.2801,-49.3984,375.0,0.0,13.0
Nephtheidae,Unknown,,43.2934,-49.4301,348.0,0.0,14.0
Nephtheidae,Unknown,,43.17,-49.5534,685.0,0.0,5.0
Nephtheidae,Unknown,,43.085,-49.5918,370.0,0.0,8.0
Pennatula,Unknown,,43.085,-49.5918,370.0,0.0,1.0
Duva florida,Unknown,,47.9683333333333,-44.4733333333333,450.0,0.0,1.0
Primnoa resedaeformis,Unknown,,47.9683333333333,-44.4733333333333,450.0,0.0,2.0
Primnoa resedaeformis,Unknown,,46.47,-45.1883333333333,544.0,0.0,2.0
Lophelia pertusa,Unknown,,56.5433,-15.4266,360.0,11.0,66.0
Paramuricea,Unknown,,56.5433,-15.4266,360.0,1.0,15.0
Paramuricea,Unknown,,56.5416,-15.3066,311.0,0.0,1.0
Anthoptilum,Unknown,,56.4478,-14.665,202.0,5.0,67.0
Anthoptilum,Unknown,,56.43,-14.7316,203.0,3.0,62.0
Anthoptilum,Unknown,,56.465,-14.695,201.0,5.0,84.0
Anthoptilum,Unknown,,56.48,-14.7383,199.0,1.0,23.0
Kophobelemnon stelliferum,Unknown,,51.3206,-14.1408,1000.0,0.0,
Virgularia mirabilis,Unknown,,51.3315,-13.9839,148.0,0.0,
Kophobelemnon stelliferum,Unknown,,51.4055,-14.3759,1000.0,0.0,
Kophobelemnon stelliferum,Unknown,,51.4031,-14.2164,1000.0,0.0,
Kophobelemnon stelliferum,Unknown,,51.4063,-14.0534,1000.0,0.0,
Kophobelemnon stelliferum,Unknown,,51.4903,-14.3013,1000.0,0.0,
Virgularia mirabilis,Unknown,,51.4912,-14.1365,148.0,0.0,
Kophobelemnon stelliferum,Unknown,,51.4912,-14.1365,1000.0,0.0,
Kophobelemnon stelliferum,Unknown,,51.4943,-13.9822,1000.0,0.0,
Virgularia mirabilis,Unknown,,51.5793,-14.0631,148.0,0.0,
Kophobelemnon stelliferum,Unknown,,51.5793,-14.0631,1000.0,0.0,
Virgularia mirabilis,Unknown,,51.5808,-13.8972,148.0,0.0,
Virgularia mirabilis,Unknown,,51.5801,-14.3763,148.0,0.0,
Pennatula phosphorea,Unknown,,51.5801,-14.3763,140.0,0.0,
Kophobelemnon stelliferum,Unknown,,51.5801,-14.3763,1000.0,0.0,
Virgularia mirabilis,Unknown,,51.5795,-14.2167,148.0,0.0,
Kophobelemnon stelliferum,Unknown,,51.5795,-14.2167,1000.0,0.0,
Virgularia mirabilis,Unknown,,51.6666,-14.293,148.0,0.0,
Virgularia mirabilis,Unknown,,51.6667,-14.1353,148.0,0.0,
Virgularia mirabilis,Unknown,,51.6664,-13.9672,148.0,0.0,
Funiculina quadrangularis,Unknown,,51.6664,-13.9672,219.0,0.0,
Kophobelemnon stelliferum,Unknown,,51.6664,-13.9672,1000.0,0.0,
Kophobelemnon stelliferum,Unknown,,51.6634,-13.8429,1000.0,0.0,
Virgularia mirabilis,Unknown,,51.7496,-13.9041,148.0,0.0,
Funiculina quadrangularis,Unknown,,51.7496,-13.9041,219.0,0.0,
Kophobelemnon stelliferum,Unknown,,51.7496,-13.9041,1000.0,0.0,
Virgularia mirabilis,Unknown,,51.8366,-13.8145,148.0,0.0,
Virgularia mirabilis,Unknown,,51.9258,-14.1921,148.0,0.0,
Kophobelemnon stelliferum,Unknown,,51.9258,-14.1921,1000.0,0.0,
Virgularia mirabilis,Unknown,,51.9255,-14.0377,148.0,0.0,
Funiculina quadrangularis,Unknown,,51.9255,-14.0377,219.0,0.0,
Kophobelemnon stelliferum,Unknown,,51.9255,-14.0377,1000.0,0.0,
Virgularia mirabilis,Unknown,,51.9211,-13.8879,148.0,0.0,
Pennatula phosphorea,Unknown,,51.9211,-13.8879,140.0,0.0,
Kophobelemnon stelliferum,Unknown,,51.9211,-13.8879,1000.0,0.0,
Kophobelemnon stelliferum,Unknown,,51.9207,-13.7165,1000.0,0.0,
Virgularia mirabilis,Unknown,,51.9332,-13.6058,148.0,0.0,
Kophobelemnon stelliferum,Unknown,,51.9332,-13.6058,1000.0,0.0,
Virgularia mirabilis,Unknown,,52.0175,-14.1166,148.0,0.0,
Funiculina quadrangularis,Unknown,,52.0175,-14.1166,219.0,0.0,
Kophobelemnon stelliferum,Unknown,,52.0175,-14.1166,1000.0,0.0,
Funiculina quadrangularis,Unknown,,52.0171,-13.9325,219.0,0.0,
Kophobelemnon stelliferum,Unknown,,52.0171,-13.9325,1000.0,0.0,
Virgularia mirabilis,Unknown,,52.0084,-13.7892,148.0,0.0,
Kophobelemnon stelliferum,Unknown,,52.0084,-13.7892,1000.0,0.0,
Kophobelemnon stelliferum,Unknown,,52.0126,-13.5047,1000.0,0.0,
Virgularia mirabilis,Unknown,,52.0962,-14.0485,148.0,0.0,
Virgularia mirabilis,Unknown,,52.1031,-13.7235,148.0,0.0,
Kophobelemnon stelliferum,Unknown,,52.1031,-13.7235,1000.0,0.0,
Kophobelemnon stelliferum,Unknown,,52.0931,-13.556,1000.0,0.0,
Kophobelemnon stelliferum,Unknown,,52.0866,-13.4083,1000.0,0.0,
Kophobelemnon stelliferum,Unknown,,52.1795,-13.9523,1000.0,0.0,
Funiculina quadrangularis,Unknown,,52.1841,-13.8007,219.0,0.0,
Kophobelemnon stelliferum,Unknown,,52.1841,-13.8007,1000.0,0.0,
Virgularia mirabilis,Unknown,,52.1814,-13.6298,148.0,0.0,
Virgularia mirabilis,Unknown,,52.1772,-13.332,148.0,0.0,
Funiculina quadrangularis,Unknown,,52.5182,-12.9842,219.0,0.0,
Kophobelemnon stelliferum,Unknown,,52.2663,-13.8583,1000.0,0.0,
Kophobelemnon stelliferum,Unknown,,52.2634,-13.7169,1000.0,0.0,
Virgularia mirabilis,Unknown,,52.2647,-13.5559,148.0,0.0,
Kophobelemnon stelliferum,Unknown,,52.2647,-13.5559,1000.0,0.0,
Virgularia mirabilis,Unknown,,52.2637,-13.2428,148.0,0.0,
Kophobelemnon stelliferum,Unknown,,52.2637,-13.2428,1000.0,0.0,
Virgularia mirabilis,Unknown,,52.3469,-13.4655,148.0,0.0,
Funiculina quadrangularis,Unknown,,52.3469,-13.4655,219.0,0.0,
Kophobelemnon stelliferum,Unknown,,52.3469,-13.4655,1000.0,0.0,
Virgularia mirabilis,Unknown,,52.3528,-13.3209,148.0,0.0,
Kophobelemnon stelliferum,Unknown,,52.3528,-13.3209,1000.0,0.0,
Virgularia mirabilis,Unknown,,52.3576,-13.1401,148.0,0.0,
Kophobelemnon stelliferum,Unknown,,52.3576,-13.1401,1000.0,0.0,
Kophobelemnon stelliferum,Unknown,,52.6081,-13.053,1000.0,0.0,
Funiculina quadrangularis,Unknown,,52.6945,-12.9667,219.0,0.0,
Virgularia mirabilis,Unknown,,52.7641,-12.9086,148.0,0.0,
Virgularia mirabilis,Unknown,,52.7687,-12.7024,148.0,0.0,
Hexacorallia,Unknown,,52.1428333333333,-11.6171666666667,1048.5,6.0,290.0
Anthozoa,Unknown,,52.1428333333333,-11.6171666666667,1249.0,0.0,2.0
Hexacorallia,Unknown,,52.1428333333333,-11.6171666666667,1048.5,0.0,2.0
Caryophyllia smithii,Unknown,,52.1428333333333,-11.6171666666667,195.0,0.0,9.0
Anthozoa,Unknown,,52.1428333333333,-11.6171666666667,1249.0,0.0,9.0
Hexacorallia,Unknown,,51.9145,-11.5226666666667,1048.5,7.0,289.0
Hexacorallia,Unknown,,51.9145,-11.5226666666667,1048.5,0.0,1.0
Hexacorallia,Unknown,,51.7753333333333,-11.4021666666667,1048.5,6.0,319.0
Anthozoa,Unknown,,51.7753333333333,-11.4021666666667,1249.0,0.0,1.0
Hexacorallia,Unknown,,51.7753333333333,-11.4021666666667,1048.5,0.0,23.0
Caryophyllia smithii,Unknown,,51.7753333333333,-11.4021666666667,195.0,0.0,3.0
Funiculina quadrangularis,Unknown,,51.7753333333333,-11.4021666666667,219.0,0.0,46.0
Hexacorallia,Unknown,,51.3555,-11.4675,1048.5,3.0,0.0
Hexacorallia,Unknown,,50.3611666666667,-10.879,1048.5,0.0,93.0
Caryophyllia smithii,Unknown,,50.3611666666667,-10.879,195.0,0.0,3.0
